geneID,sig_DE
gene-225158,1
gene-372264,1
gene-29112,0
gene-334325,0
gene-2355,0
gene-39091,0
gene-406501,0
gene-172875,0
gene-14822,0
gene-92883,0
gene-39079,0
gene-226987,0
gene-122791,0
gene-42287,0
gene-181301,0
gene-77495,0
gene-333573,0
gene-198922,0
gene-340338,0
gene-362876,0
gene-157744,0
gene-259706,0
gene-7352,0
gene-145538,0
gene-237342,0
gene-185155,0
gene-335052,0
gene-78265,0
gene-64689,0
gene-10198,0
gene-280975,0
gene-193446,0
gene-280707,0
gene-301715,0
gene-334058,0
gene-38083,0
gene-364225,0
gene-7080,0
gene-357898,0
gene-255049,0
gene-290739,0
gene-69960,0
gene-99820,0
gene-105556,0
gene-132007,0
gene-340320,0
gene-326347,0
gene-408081,0
gene-187157,0
gene-125470,0
gene-274084,0
gene-253843,0
gene-244566,0
gene-31907,0
gene-243159,0
gene-17915,0
gene-83189,0
gene-114203,0
gene-82952,0
gene-244768,0
gene-174508,0
gene-218923,0
gene-116614,0
gene-8100,0
gene-80050,0
gene-273241,0
gene-353485,0
gene-238229,0
gene-402450,0
gene-198760,0
gene-56700,0
gene-97398,0
gene-39831,0
gene-66244,0
gene-145478,0
gene-79002,0
gene-122433,0
gene-356255,0
gene-303219,0
gene-285657,0
gene-92145,0
gene-198802,0
gene-156891,0
gene-117724,0
gene-8990,0
gene-252984,0
gene-179836,0
gene-170302,0
gene-39728,0
gene-198745,0
gene-114715,0
gene-31263,0
gene-175843,0
gene-178966,0
gene-33981,0
gene-199491,0
gene-326377,0
gene-170101,0
gene-291587,0
gene-118220,0
gene-26944,0
gene-126153,0
gene-218723,0
gene-371805,0
gene-53133,0
gene-186344,0
gene-326439,0
gene-285316,0
gene-92073,0
gene-379691,0
gene-149303,0
gene-391306,0
gene-290343,0
gene-258523,0
gene-302907,0
gene-21271,0
gene-391282,0
gene-41508,0
gene-352199,0
gene-122800,0
gene-227053,0
gene-184622,0
gene-163088,0
gene-323535,0
gene-321850,0
gene-44107,0
gene-92106,0
gene-50706,0
gene-200848,0
gene-16181,0
gene-144476,0
gene-145496,0
gene-26135,0
gene-378680,0
gene-104957,0
gene-187747,0
gene-399571,0
gene-53281,0
gene-61479,0
gene-44413,0
gene-293157,0
gene-20646,0
gene-136450,0
gene-291112,0
gene-294684,0
gene-372053,0
gene-372068,0
gene-183629,0
gene-136337,0
gene-6405,0
gene-87838,0
gene-350745,0
gene-242872,0
gene-188322,0
gene-359591,0
gene-27654,0
gene-249784,0
gene-223318,0
gene-95461,0
gene-39680,0
gene-271655,0
gene-241262,0
gene-64470,0
g1591,0
gene-335551,0
gene-122220,0
gene-280630,0
gene-90428,0
gene-2286,0
gene-223419,0
gene-212020,0
gene-286545,0
gene-143368,0
gene-90190,0
gene-407355,0
gene-39533,0
gene-426056,0
gene-288413,0
gene-227071,0
gene-221012,0
gene-288660,0
gene-431030,0
gene-125867,0
gene-229515,0
gene-330102,0
gene-222737,0
gene-241506,0
gene-225355,0
gene-241193,0
gene-124877,0
gene-406519,0
gene-81418,0
gene-71572,0
gene-238320,0
gene-244661,0
gene-57617,0
gene-68612,0
gene-81750,0
gene-75424,0
gene-333750,0
gene-218529,0
gene-26634,0
gene-76284,0
gene-283197,0
gene-227137,0
gene-83083,0
gene-286732,0
gene-130632,0
gene-39770,0
gene-264249,0
gene-241682,0
gene-215103,0
gene-233901,0
gene-60429,0
gene-217443,0
gene-227284,0
gene-119684,0
gene-130081,0
gene-370562,0
gene-231854,0
gene-401486,0
gene-127740,0
gene-55887,0
gene-266345,0
gene-129852,0
gene-166391,0
gene-223773,0
gene-224369,0
gene-272401,0
gene-223791,0
